Country,Date,Time,Year,Site,Cluster,Plot,Latitude,Longitude,Altitude,Accuracy,Photo,SlopeDn,SlopeUp,AvSlope,MajLform,LformDes,PosTopoSeq,PlotCultMgd,Trees,Shrubs,LandOwnership,SEVEREEROS,SWCDescr,AvShrubDensity,AvTreeDensity,VegStructure,ImpactTreeCutting,ImpactAgric,ImpactGrazing,ImpactFire,ImpactUrban,ImpactIndustry,ImpactErosion,ImpactAlienVeg,ImpactCollecting,ImpactOther,fym,freq,fert,fallow,Brnt,KEY,notes1,notes2,LDSFID,LandUse,Crop,Age,Rotation,Intercrping,BrntFreq,FallowYrs
Kenya,8-May-19,1:17:00 PM,2019,Chasimba,6,9,-3.7588,39.673,219.5,5,media/1557310671591.jpg,9,9,9,sloping,medium_gradient_hill,midslope,yes,yes,yes,private,1,none,0,50,cropland,0,3,0,0,0,0,3,2,0,0,no,,no,no,no,uuid:c0539932-5349-4ec2-81dd-346bdb38c33b,Cumass 50 cm,"Practice fallow every 2 years.
Not kcep farmer",,annual_agroforestry,"Maize, beans, cassava, green grams",100,no,yes,,
Kenya,14-May-19,3:52:00 PM,2019,Chasimba,6,10,-3.75808,39.6765,266,4,media/1557838364828.jpg,8,8,8,sloping,medium_gradient_hill,midslope,no,yes,yes,private,1,none,300,75,grassland,0,3,0,3,0,0,2,2,0,0,,,,,,uuid:e8054104-7beb-4f9f-957c-e56a87651e5f,Cumass 80 cm,"Fallow 3 years.
Plot is 90 % burnt.
Not kcep farmer.",,fallow,,,,,,
Kenya,10-May-19,4:38:00 PM,2019,Chasimba,6,11,-3.75843,39.679,226.8,4,media/1557495519871.jpg,8,9,8.5,sloping,medium_gradient_hill,midslope,yes,no,no,private,1,none,0,0,cropland,0,3,0,0,0,0,2,0,0,0,no,,yes,no,no,uuid:ef591843-4179-4a06-bb21-f5bec6166bf1,Cumass 110 cm,"Not kcep farmer.
Use local seed varieties,
Use fertilizer as top dressing.",,annual_crop,"Maize, cassava, cowpeas,beans",100,no,yes,,
Kenya,9-May-19,9:36:00 AM,2019,Chasimba,7,1,-3.74286,39.6706,183.9,5,media/1557383836926.jpg,5,5,5,sloping,medium_gradient_hill,upland,yes,no,yes,private,0,none,225,0,cropland,0,3,1,0,0,0,1,0,0,0,no,,no,no,no,uuid:f9e10a2a-9fd7-48cc-a2fc-a6c24a82d317,"Cumass 57 cm,infiltration",Not kcep farmer,,annual_crop,"Maize, cowpeas, cassava",31,no,yes,,
Kenya,9-May-19,12:00:00 PM,2019,Chasimba,7,2,-3.74544,39.6789,197.6,5,media/1557392488411.jpg,23,17,20,sloping,high_gradient_hill,midslope,no,yes,yes,private,1,none,0,75,bushland,0,3,1,3,0,0,3,0,0,0,no,,no,yes,yes,uuid:9d0ae82d-4f17-4b17-a8f6-86a9d383f2ad,Cumass 20 cm,"Fallow 3 years.
90% of plot has been burned.",,fallow,"Maize, cowpeas, cassava",50,no,no,During preparation of land.,4
Kenya,9-May-19,11:14:00 AM,2019,Chasimba,7,3,-3.74498,39.6771,181,5,media/1557389720498.jpg,10,7,8.5,sloping,medium_gradient_hill,midslope,yes,yes,yes,private,1,none,25,175,cropland,0,3,0,0,0,0,3,2,0,0,no,,no,no,no,uuid:0a2103ad-ba79-4fc5-a9e9-a8b1869b21ca,"Cumass 80 cm,infiltration","Use local seed varieties.
Not kcep farmer",,annual_agroforestry,"Maize, cassava, cowpeas, Cocos nucifera",90,no,yes,,
Kenya,9-May-19,4:12:00 PM,2019,Chasimba,7,4,-3.73867,39.6736,188.4,5,media/1557406171993.jpg,10,11,10.5,sloping,medium_gradient_hill,ridge_crest,yes,yes,yes,private,0,none,0,25,cropland,0,3,0,0,0,0,2,1,0,0,no,,no,no,no,uuid:ce1db674-c1d9-4c97-9cbf-31e7012980b0,Cumass 80 cm,"Burns crop residue.
Not kcep farmer",,annual_agroforestry,"Cassava, cowpeas, beans, maize",100,no,yes,,
Kenya,9-May-19,9:12:00 AM,2019,Chasimba,7,5,-3.7449,39.6709,193.2,5,media/1557382398396.jpg,6,5,5.5,sloping,medium_gradient_hill,upland,yes,no,yes,private,1,none,75,0,cropland,0,3,1,0,0,0,2,0,0,0,no,,no,no,no,uuid:9afa16a9-8280-4028-8194-4c8c4aa658fb,Cumass 110 cm,Not kcep farmer,,annual_crop,"Maize, cassava, cowpeas",20,no,yes,,
Kenya,9-May-19,3:03:00 PM,2019,Chasimba,7,6,-3.73711,39.6719,162,5,media/1557403464013.jpg,8,8,8,sloping,medium_gradient_hill,midslope,yes,yes,yes,private,0,none,50,0,cropland,0,3,0,0,0,0,1,0,0,0,no,,no,no,no,uuid:30593a01-5366-4f2b-bd11-29a971afcc00,Cumass 110 cm,Not kcep farmer,,annual_agroforestry,"Maize, cassava, cowpeas",6,no,yes,,
Kenya,9-May-19,8:41:00 AM,2019,Chasimba,7,7,-3.74605,39.6719,146.9,5,media/1557380523242.jpg,11,10,10.5,sloping,medium_gradient_hill,midslope,yes,yes,yes,private,1,none,125,50,cropland,0,3,1,0,0,0,2,0,0,0,no,,no,no,no,uuid:ffcbd68f-15d6-4780-a1f4-65e878ec0444,"Cumass 110 cm,infiltration",Not in kcep,,annual_agroforestry,"Maize, cassava, cowpeas",7,no,yes,,
Kenya,9-May-19,12:43:00 PM,2019,Chasimba,7,8,-3.73913,39.6794,238.2,5,media/1557395076435.jpg,17,17,17,sloping,medium_gradient_hill,midslope,no,yes,yes,private,0,none,425,50,bushland,0,0,1,0,0,0,1,0,0,0,,,,,,uuid:5f7fedcf-3991-45b7-97de-4d2fffb05bf5,Cumass 48 cm,"Fallow 3 years.
Not kcep farmer.",,fallow,,,,,,
Kenya,9-May-19,3:30:00 PM,2019,Chasimba,7,10,-3.73859,39.6732,184.8,5,media/1557405047994.jpg,6,7,6.5,sloping,medium_gradient_hill,ridge_crest,yes,yes,yes,private,0,none,125,25,cropland,0,3,0,0,0,0,3,0,0,0,no,,no,no,no,uuid:f6c096f6-b2a6-406b-8cd4-aa82f9db89cb,Cumass 50 cm,Not kcep farmer.,,annual_agroforestry,"Maize, cassava, cowpeas",70,no,no,,
Kenya,10-May-19,1:16:00 PM,2019,Chasimba,8,1,-3.72018,39.6701,184.2,5,media/1557483457178.jpg,15,15,15,sloping,medium_gradient_hill,midslope,no,yes,yes,private,0,none,625,275,bushland,1,0,0,0,0,0,0,0,0,0,,,,,,uuid:efdb0d3b-8935-4486-96ef-31155c2fa5dc,Cumass 50 cm,Not kcep farmer,,pasture_rangeland,,,,,,
Kenya,10-May-19,11:07:00 AM,2019,Chasimba,8,3,-3.71977,39.6738,171.4,3,media/1557475715564.jpg,18,17,17.5,sloping,medium_gradient_hill,midslope,no,yes,yes,private,0,none,450,25,bushland,0,2,1,0,0,0,2,0,0,0,no,,no,yes,no,uuid:6d1f7bb2-53d3-4fee-b737-a33a2422354a,Cumass 36 cm,"Fallow 5 years.
Not kcep farmer.",,fallow,"Maize, cowpeas, cassava",50,no,no,,5
Kenya,20-May-19,8:51:00 AM,2019,Chasimba,8,4,-3.71235,39.6743,224.9,5,media/1558331502591.jpg,13,14,13.5,sloping,medium_gradient_hill,ridge_crest,no,yes,yes,private,0,none,450,425,bushland,1,0,1,0,0,0,0,1,1,0,,,,,,uuid:050fd83d-c652-470a-a70f-10da44e768d3,Cumass 20 cm,Fallow 6 years.,,fallow,,,,,,
Kenya,20-May-19,9:30:00 AM,2019,Chasimba,8,5,-3.71287,39.6782,139.4,5,media/1558333867880.jpg,10,12,11,sloping,medium_gradient_hill,footslope,no,yes,yes,private,0,none,500,275,bushland,0,0,1,0,0,0,1,1,1,0,no,,no,yes,no,uuid:fc505a78-3e29-448e-9b2e-5cfe2665e31e,Cumass 110 cm,"Not kcep farmer.
Fallow 3 years.",,fallow,"Maize, beans, cow peas, cassava",100,no,no,,3
Kenya,20-May-19,10:09:00 AM,2019,Chasimba,8,6,-3.71567,39.6766,166,5,media/1558335856831.jpg,6,6,6,sloping,low_gradient_hill,midslope,no,yes,yes,private,0,none,650,50,bushland,0,0,1,0,0,0,0,0,0,0,,,,,,uuid:1f80bb6e-0faa-4064-af3d-9cb8517abee6,Cumass 100 cm,Fallow 3 years.,,fallow,,,,,,
Kenya,10-May-19,9:41:00 AM,2019,Chasimba,8,7,-3.72024,39.676,171.8,2,media/1557470823343.jpg,6,7,6.5,sloping,medium_gradient_hill,midslope,no,yes,no,private,1,none,0,0,bushland,3,3,0,3,0,3,3,0,0,0,no,,no,yes,yes,uuid:d1715b89-1880-4f10-91a1-df6011949c99,"Cumass 80 cm,infiltration","Not kcep farmer.
Plot is 98% burned.
Fallow 3 years.",,fallow,"Cowpeas, maize, beans, green grams, sunflower, cassava",50,no,no,During preparation of land.,3
Kenya,10-May-19,10:18:00 AM,2019,Chasimba,8,8,-3.7204,39.6755,170.1,4,media/1557472746605.jpg,5,5,5,sloping,medium_gradient_hill,midslope,no,yes,yes,private,0,none,275,150,bushland,0,2,0,0,0,0,0,0,0,0,no,,no,yes,yes,uuid:2749ff49-6f1c-4940-a0c1-bd5b4ff1d160,"Cumass 80 cm,infiltration","Fallow 3 years.
Not kcep farmer.",,fallow,"Maize, cowpeas, cassava, sunflower",50,no,no,When preparing land,3
Kenya,10-May-19,12:24:00 PM,2019,Chasimba,8,9,-3.7186,39.6717,243.4,4,media/1557480290729.jpg,29,25,27,steep,high_gradient_hill,ridge_crest,no,yes,yes,private,0,none,150,175,bushland,0,0,0,3,0,0,1,0,0,0,,,,,,uuid:48b9106b-fd9a-441a-940d-3456a830ff92,Cumass 50 cm,"Not kcep farmer.
Plot is 95 % burned.",,pasture_rangeland,,,,,,
Kenya,20-May-19,10:40:00 AM,2019,Chasimba,8,10,-3.71686,39.6759,179.4,5,media/1558338048310.jpg,5,2,3.5,sloping,low_gradient_hill,ridge_crest,no,yes,yes,private,0,none,325,25,bushland,2,0,0,1,0,0,0,0,0,0,no,,no,yes,no,uuid:d36ca6e6-28eb-46f7-a3f0-88bd30467335,Cumass 110 cm,"Not kcep farmer.
Fallow 7 years.
Not kcep farmer",,fallow,"Maize, cassava, cowpeas, green grams, beans",100,no,no,,7
Kenya,10-May-19,11:42:00 AM,2019,Chasimba,8,15,-3.71804,39.6738,191.8,4,media/1557477585104.jpg,10,11,10.5,sloping,medium_gradient_hill,midslope,no,no,no,private,1,none,0,0,bushland,0,2,0,3,0,0,2,0,0,0,no,,no,yes,yes,uuid:5bcc637d-b2fe-4bd5-89cf-1b9f2d9e0569,Cumass 80 cm,"Fallow 2 years.
Not kcep farmer.
Plot is 99% burned.",,fallow,"Maize, cowpeas, cassava",50,no,no,During ploughing seasons,2
Kenya,13-May-19,4:54:00 PM,2019,Chasimba,9,1,-3.78154,39.6939,130.1,5,media/1557755683350.jpg,2,3,2.5,sloping,low_gradient_hill,footslope,yes,no,yes,private,1,none,0,0,cropland,0,3,0,0,0,0,2,2,0,0,no,,no,no,no,uuid:d1a62a61-f94b-404b-a9f9-9f47d34f5741,"Cumass 110 cm,infiltration","Not kcep farmer.
Use tractor",,annual_agroforestry,"Cowpeas, maize, cassava, Cocos nucifera, green grams",120,no,yes,,
Kenya,13-May-19,3:03:00 PM,2019,Chasimba,9,2,-3.78685,39.6961,127.4,5,media/1557749016895.jpg,4,4,4,sloping,low_gradient_hill,midslope,no,yes,yes,private,0,none,525,225,bushland,0,3,0,0,0,0,1,2,0,0,no,,no,yes,no,uuid:69b37034-4959-49e8-ac23-1604648e63c3,Cumass 50 cm,"Not kcep farmer.
Fallow 3 years.",,fallow,"Maize, cassava, Cocos nucifera, cowpeas, beans",120,no,no,,3
Kenya,13-May-19,3:38:00 PM,2019,Chasimba,9,3,-3.78351,39.6988,122.9,5,media/1557751107520.jpg,3,2,2.5,sloping,low_gradient_hill,midslope,yes,yes,yes,private,0,none,0,25,cropland,0,3,0,3,0,0,1,1,0,0,no,,no,yes,yes,uuid:cba66979-35da-438c-ab56-fb6da8cf69ee,"Cumass 50 cm,infiltration","Not kcep farmer.
Fallow 3 years.
Burn during preparation of land.",,annual_agroforestry,"Maize, cowpeas, Cocos nucifera, cassava",100,no,yes,During preparation of land,3
Kenya,13-May-19,4:43:00 PM,2019,Chasimba,9,4,-3.78063,39.6923,133,5,media/1557755016049.jpg,2,2,2,sloping,low_gradient_hill,midslope,yes,yes,no,private,1,none,0,25,cropland,0,3,0,0,0,0,1,1,0,0,no,,yes,no,no,uuid:2458bf8a-3abd-41fe-819a-55b7eab80bbd,Cumass 50 cm,"Not kcep farmer.
Use fertilizer.
Use certified seeds.
Use tractor.",,annual_agroforestry,"Maize, cassava, cowpeas, Cocos nucifera, Anacardium occidentale",120,no,yes,,
Kenya,13-May-19,5:47:00 PM,2019,Chasimba,9,5,-3.78129,39.6957,135.2,5,media/1557756235677.jpg,3,4,3.5,sloping,medium_gradient_hill,midslope,yes,yes,yes,private,0,none,225,225,cropland,0,3,0,0,0,0,2,2,0,0,no,,no,no,no,uuid:6fd45fda-9282-4298-be57-2c22f2cdc60a,"Cumass 100 cm,infiltration","Not in kcep farmer.
Use local seed varieties.",,annual_agroforestry,"Maize, cowpeas, cassava, Cocos nucifera",100,no,yes,,
Kenya,13-May-19,3:26:00 PM,2019,Chasimba,9,6,-3.78383,39.6973,128.4,5,media/1557750420817.jpg,7,2,4.5,sloping,low_gradient_hill,midslope,yes,yes,yes,private,0,none,0,175,cropland,0,3,0,0,0,0,2,2,0,0,no,,no,no,no,uuid:b04d75e7-2e06-4f2d-887e-06a5ae6c31b2,Cumass 110 cm,"Not kcep farmer.
Inter crop maize and cassava",,annual_agroforestry,"Maize, cassava, cowpeas, Cocos nucifera, sunflower",120,no,yes,,
Kenya,13-May-19,4:05:00 PM,2019,Chasimba,9,7,-3.77909,39.6983,155.7,5,media/1557752751625.jpg,2,3,2.5,sloping,low_gradient_hill,footslope,yes,yes,yes,private,0,none,75,200,cropland,1,3,0,0,0,0,1,2,0,0,no,,no,no,yes,uuid:a2d43420-fd3f-4e2c-b019-ec0a6c50f7e0,Cumass 110 cm,"Not kcep farmer.
Burns when preparing land",,annual_agroforestry,"Maize, cassava, cowpeas, Cocos nucifera",120,no,yes,When preparing land,
Kenya,13-May-19,4:28:00 PM,2019,Chasimba,9,8,-3.77911,39.6949,162,5,media/1557754122907.jpg,2,3,2.5,sloping,low_gradient_hill,midslope,yes,yes,yes,private,0,none,0,0,cropland,0,3,0,1,0,0,1,1,0,0,no,,no,yes,yes,uuid:e5bd6578-2a1c-475a-bc27-67d01c3cac1c,Cumass 110 cm,"Not kcep farmer.
Plot has been burned before ploughing.
Use tractor.
Fallow 2 years.",,annual_agroforestry,"Maize, cowpeas, cassava, Cocos nucifera",120,no,yes,When preparing land,2
Kenya,13-May-19,3:53:00 PM,2019,Chasimba,9,9,-3.78032,39.6983,144.8,5,media/1557752051200.jpg,1,2,1.5,sloping,low_gradient_hill,footslope,yes,yes,yes,private,0,none,0,175,cropland,0,3,0,1,0,0,1,1,0,0,no,,no,yes,yes,uuid:51f47ab2-c5b0-4753-985c-394b1bd55883,Cumass 50 cm,"Fallow 2 years.
Burn when preparing land.",,annual_agroforestry,"Maize, cassava, cowpeas, Cocos nucifera",100,no,yes,When preparation of land begins,2
Kenya,13-May-19,3:16:00 PM,2019,Chasimba,9,10,-3.784,39.6948,142.1,5,media/1557749841051.jpg,1,2,1.5,sloping,low_gradient_hill,midslope,yes,yes,no,private,1,none,0,100,cropland,0,3,0,0,0,0,2,1,0,0,no,,no,no,no,uuid:eca44a95-b841-4587-bde9-1f03bc67e720,Cumass 50 cm,"Not kcep farmer.
Use tractor",,annual_agroforestry,"Maize, cowpeas, cassava, Cocos nucifera",120,no,yes,,
Kenya,13-May-19,1:12:00 PM,2019,Chasimba,10,1,-3.76113,39.6876,163.1,5,media/1557742390843.jpg,3,4,3.5,sloping,valley,bottomland,yes,yes,no,private,1,none,0,0,cropland,0,3,0,0,0,0,3,1,0,0,no,,no,no,no,uuid:c2e7df9f-109f-4af6-be37-ee579bf53bac,Cumass 50 cm,"Not kcep farmer.
Use tractor.",,annual_agroforestry,"Cowpeas, maize, beans,cassava, Cocos nucifera",120,no,yes,,
Kenya,13-May-19,12:15:00 PM,2019,Chasimba,10,2,-3.76713,39.687,151.5,5,media/1557738936917.jpg,0,1,0.5,sloping,low_gradient_hill,upland,yes,yes,no,private,0,none,0,100,cropland,0,3,0,0,0,0,1,2,0,0,no,,no,no,yes,uuid:58c29c63-7b50-4112-919c-3ff929a52bf1,Cumass 50 cm,"Not kcep farmer.
Use tractor.
Use local seed varieties",,annual_agroforestry,"Cassava, maize, cowpeas, beans, Cocos nucifera",120,no,yes,When preparing of land,
Kenya,13-May-19,10:38:00 AM,2019,Chasimba,10,3,-3.76238,39.6939,194.7,5,media/1557733165379.jpg,4,5,4.5,sloping,low_gradient_hill,midslope,yes,yes,no,private,0,none,0,25,cropland,0,3,0,0,0,0,1,2,0,0,no,,no,no,no,uuid:02ad4a39-0e86-473a-87fc-0e6fb0a5ee64,Cumass 50 cm,"Not kcep farmer.
Use tractor",,annual_agroforestry,"Maize, cowpeas, cassava, Cocos nucifera, beans",100,no,yes,,
Kenya,13-May-19,8:53:00 AM,2019,Chasimba,10,4,-3.76264,39.69,173.2,5,media/1557726820567.jpg,7,9,8,sloping,medium_gradient_hill,midslope,yes,yes,yes,private,0,struc,0,0,cropland,0,3,0,0,0,0,2,0,0,0,no,,no,no,no,uuid:5a9149c0-485d-48ae-9d6d-451fc0e37585,Cumass 110 cm,"Not kcep farmer.
Use manure.
Use tractor.
Use local seed varieties",,annual_agroforestry,"Maize, cassava, cowpeas, beans",100,no,yes,,
Kenya,13-May-19,9:27:00 AM,2019,Chasimba,10,5,-3.76181,39.6913,197.2,5,media/1557728847698.jpg,6,10,8,sloping,medium_gradient_hill,midslope,no,yes,yes,private,0,none,75,150,bushland,0,3,1,0,0,0,1,2,0,0,no,,no,yes,no,uuid:2e7c7a5c-b1b6-4b7d-9e58-4d3f8433cc55,Cumass 100 cm,"Fallow 2 years.
Not kcep farmer",,fallow,"Maize, cassava, cowpeas, Cocos nucifera,",120,no,no,,3
Kenya,13-May-19,11:57:00 AM,2019,Chasimba,10,6,-3.76578,39.6875,149.3,5,media/1557737855804.jpg,5,5,5,sloping,low_gradient_hill,footslope,yes,yes,no,private,0,none,0,0,cropland,0,3,0,0,0,0,1,2,0,0,no,,no,no,no,uuid:4d62ed23-d5d6-4ceb-b356-2bcf1cb6915b,Cumass 50 cm,"Not in kcep.
Use tractor.
Use local seed varieties",,annual_agroforestry,"Maize, cassava, cowpeas, Cocos nucifera, beans",120,no,yes,,
Kenya,13-May-19,12:36:00 PM,2019,Chasimba,10,7,-3.76666,39.6864,145.7,5,media/1557740212196.jpg,2,2,2,sloping,low_gradient_hill,midslope,yes,yes,no,private,1,none,0,50,cropland,0,3,0,0,0,0,1,2,0,0,no,,no,no,no,uuid:26a1ab7c-e449-4b33-bcdc-a141bdc60017,Cumass 50 cm,"Not kcep farmer.
Use tractor.
Use local seed varieties",,annual_agroforestry,"Cassava, cowpeas, maize, Citrus sinensis, Cocos nucifera",120,no,yes,,
Kenya,13-May-19,8:13:00 AM,2019,Chasimba,10,8,-3.765,39.6917,188.3,5,media/1557724463170.jpg,5,6,5.5,sloping,medium_gradient_hill,midslope,yes,yes,yes,private,1,none,125,300,cropland,1,3,0,0,0,0,2,2,1,0,no,,no,no,no,uuid:1342337a-d58b-41ae-abd1-78ca308a159d,"Cumass 110 cm,infiltration",Not kcep farmer,,annual_agroforestry,"Maize, cowpeas, cassava, Cocos nucifera",120,no,yes,,
Kenya,13-May-19,10:03:00 AM,2019,Chasimba,10,9,-3.76163,39.6923,203.1,5,media/1557731044859.jpg,5,5,5,sloping,medium_gradient_hill,ridge_crest,yes,yes,yes,private,0,none,75,600,shrubland,0,3,0,0,0,0,0,2,0,0,no,,no,no,no,uuid:b28ae922-8336-4f72-b336-4e1e3c372fba,Cumass 110 cm,Not kcep farmer,,annual_agroforestry,"Maize, cassava, cowpeas, Cocos nucifera, bananas, Citrus sinensis",120,no,yes,,
Kenya,13-May-19,11:33:00 AM,2019,Chasimba,10,10,-3.76305,39.6866,161.5,5,media/1557736464192.jpg,2,2,2,sloping,low_gradient_hill,upland,yes,yes,yes,private,0,none,200,25,cropland,0,3,0,0,0,0,1,2,0,0,no,,no,yes,no,uuid:457263e2-6cdd-4131-b281-7a8d9e8401cd,"Cumass 110 cm,infiltration","Not kcep farmer.
Fallow 1 year.",,annual_agroforestry,"Maize, cowpeas, Cocos nucifera, cassava, beans",100,no,no,,1
Kenya,14-May-19,9:08:00 AM,2019,Chasimba,11,1,-3.74716,39.6914,220.5,4,media/1557814110837.jpg,16,10,13,sloping,medium_gradient_hill,ridge_crest,yes,yes,yes,private,0,none,125,0,cropland,0,3,0,1,0,0,2,0,0,0,no,,no,no,no,uuid:cb57217f-97ab-4250-b0ef-a904a7bbc0d5,Cumass 66 cm,"Direct sowing.
Not kcep farmer",,annual_agroforestry,"Maize, cowpeas, cassava, beans",100,no,yes,,
Kenya,14-May-19,11:22:00 AM,2019,Chasimba,11,2,-3.75018,39.7004,218,5,media/1557822162682.jpg,5,1,3,sloping,medium_gradient_hill,upland,yes,yes,yes,private,1,none,75,25,cropland,0,3,1,0,0,0,1,1,0,0,no,,no,no,no,uuid:2001fa55-6f40-48e5-b89d-433d8f1a0417,Cumass 50 cm,"Not kcep farmer.
Use tractor",,annual_agroforestry,"Maize, cowpeas, beans, cassava",100,no,yes,,
Kenya,14-May-19,1:49:00 PM,2019,Chasimba,11,3,-3.74465,39.6984,190.2,5,media/1557830994167.jpg,14,12,13,sloping,medium_gradient_hill,ridge_crest,no,no,yes,private,1,none,0,0,grassland,0,3,0,3,0,0,1,0,0,0,,,,,,uuid:34c93d89-5c86-47d6-8c31-8a628babd126,,"Fallow 3 years.
Plot is 100% burnt.
Not kcep farmer",,fallow,,,,,,
Kenya,14-May-19,2:56:00 PM,2019,Chasimba,11,4,-3.74235,39.694,173.7,5,media/1557835028242.jpg,6,6,6,sloping,low_gradient_hill,midslope,yes,yes,no,private,0,none,0,50,cropland,0,3,0,0,0,0,1,1,0,0,no,,no,no,no,uuid:12827a6d-328c-46a2-8a8a-4d4cb2efb228,Cumass 110 cm,"Use local seed varieties.
Not kcep farmer",,annual_agroforestry,"Maize, beans, cowpeas, cassava,",100,no,yes,,
Kenya,14-May-19,9:37:00 AM,2019,Chasimba,11,6,-3.74493,39.6904,191.6,5,media/1557815927692.jpg,3,4,3.5,sloping,valley,bottomland,yes,yes,yes,private,0,none,50,200,wooded_grassland,0,3,0,0,0,0,2,2,0,0,no,,no,no,no,uuid:e16d7955-0623-4070-a56e-e2df83b2520d,Cumass 110 cm,Not kcep farmer,,annual_agroforestry,"Maize, cowpeas, cassava, Cocos nucifera, bananas",100,no,yes,,
Kenya,14-May-19,10:28:00 AM,2019,Chasimba,11,7,-3.75137,39.6947,196.1,5,media/1557818946412.jpg,6,8,7,sloping,medium_gradient_hill,midslope,yes,yes,no,private,1,none,0,0,cropland,0,3,0,0,0,0,3,1,0,0,no,,yes,no,no,uuid:9efe44d1-ee84-4723-a0a2-33d1aade4b29,"Cumass 110 cm,infiltration","Not kcep farmer,
Use tractor,
Use local seed varieties.",,annual_agroforestry,"Maize, cowpeas, cassava, beans, Cocos nucifera",120,no,yes,,
Kenya,14-May-19,1:27:00 PM,2019,Chasimba,11,8,-3.74555,39.6988,176.9,5,media/1557829677644.jpg,9,10,9.5,sloping,medium_gradient_hill,midslope,yes,yes,yes,private,1,none,125,0,cropland,0,3,0,1,0,0,1,1,0,0,no,,no,no,no,uuid:da20ac0f-4b26-46f5-a124-ea904e6e2c27,Cumass 50 cm,"Not kcep farmer.
Use local seed varieties.
Use tractor",,annual_agroforestry,"Maize, cassava, beans, green grams, cowpeas",100,no,yes,,
Kenya,14-May-19,8:45:00 AM,2019,Chasimba,11,9,-3.74998,39.692,215.6,5,media/1557812791175.jpg,4,5,4.5,sloping,low_gradient_hill,midslope,yes,yes,no,private,1,none,0,0,cropland,0,3,0,0,0,0,2,1,0,0,no,,no,no,no,uuid:a3950bac-8634-426c-8d12-69548bbc8751,"Cumass 110 cm,infiltration","Not kcep farmer.
Use tractor.",,annual_agroforestry,"Maize, cassava, beans, cowpeas, Cocos nucifera",120,no,yes,,
Kenya,14-May-19,8:02:00 AM,2019,Chasimba,11,10,-3.75124,39.6906,194.8,5,media/1557810174713.jpg,4,6,5,sloping,low_gradient_hill,midslope,yes,yes,no,private,1,none,0,25,cropland,0,3,0,0,0,0,2,2,0,0,yes,,no,no,no,uuid:6923665e-e263-4e12-aee2-46c5d34ef65f,"Cumass 110 cm,infiltration","Inter crop maize and cassava.
Use tractor.
Not kcep farmer",,annual_agroforestry,"Maize, cowpeas, beans, green grams, cassava, Cocos nucifera",120,no,yes,,
Kenya,14-May-19,3:15:00 PM,2019,Chasimba,11,13,-3.74272,39.6942,171,5,media/1557836142996.jpg,7,6,6.5,sloping,low_gradient_hill,midslope,yes,yes,no,private,1,none,0,75,cropland,0,3,0,1,0,0,2,1,0,0,no,,no,no,no,uuid:b1d927a7-8a17-4ccf-b12a-a8c0730c973b,Cumass 50 cm,"Not kcep farmer
Use local seed varieties.
Use tractor
Plot 4 is burnt",,annual_agroforestry,"Maize, cowpeas, cassava, beans, Cocos nucifera",100,no,yes,,
Kenya,15-May-19,12:14:00 PM,2019,Chasimba,12,2,-3.71952,39.6952,279.6,4,media/1557911739516.jpg,25,23,24,steep,high_gradient_hill,midslope,no,yes,yes,private,0,none,425,50,bushland,0,0,1,0,0,0,1,1,0,0,,,,,,uuid:f4e25240-c002-4531-bfd7-59879d253f85,Cumass 50 cm,Plot has been reserved for mining.,,fallow,,,,,,
Kenya,15-May-19,12:42:00 PM,2019,Chasimba,12,3,-3.71899,39.6946,259.6,5,media/1557913422230.jpg,10,10,10,sloping,medium_gradient_hill,midslope,yes,yes,yes,private,1,none,0,0,cropland,0,3,0,0,0,0,2,0,0,0,no,,no,no,no,uuid:7c742332-ae75-4590-a71c-16aca18a871f,Cumass 50 cm,Not kcep farmer,,annual_agroforestry,"Maize, beans, cassava, cowpeas",100,no,yes,,
Kenya,15-May-19,8:42:00 AM,2019,Chasimba,12,5,-3.71306,39.697,263.5,5,media/1557899030973.jpg,10,10,10,sloping,medium_gradient_hill,ridge_crest,no,yes,yes,private,0,none,0,0,shrubland,0,0,0,3,0,0,1,0,0,0,,,,,,uuid:904fcdeb-e9c9-4932-87ae-5261c4d672a1,"Cumass 110 cm,infiltration","Plot is 99% burnt.
Not kcep farmer.",,fallow,,,,,,
Kenya,15-May-19,11:31:00 AM,2019,Chasimba,12,6,-3.71652,39.7,243,5,media/1557909139404.jpg,10,10,10,sloping,medium_gradient_hill,midslope,yes,no,no,private,1,none,0,0,cropland,0,3,0,3,0,0,2,0,0,0,no,,no,no,no,uuid:949ebf03-6790-48e7-be68-53ca0935d109,Cumass 50 cm,"Plot is 100 % burnt.
Kcep farmer.",,annual_agroforestry,"Maize, cassava",1,no,no,,
Kenya,15-May-19,10:13:00 AM,2019,Chasimba,12,7,-3.71876,39.6992,227.5,5,media/1557904435226.jpg,10,10,10,sloping,low_gradient_hill,midslope,yes,yes,yes,private,1,none,0,75,cropland,0,3,0,0,0,0,0,0,0,0,no,,no,no,no,uuid:e649c316-536f-4b24-bd52-60e2426011ec,"Cumass 110 cm,infiltration","Not kcep farmer.
Direct sowing.",,annual_agroforestry,"Maize, cassava, beans, cowpeas",100,no,yes,,
